"","reaction_type","sampleID","starting_quantity","Cycle_number","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"V205","test1","209_B_1366","NaN","K7","3511.716495","3483.88493","3479.676362","3474.893011","3475.017199","3469.960031","3467.280024","3463.261292","3460.541752","3465.394255","3463.584153","3458.978625","3464.667562","3458.118099","3459.967225","3459.937649","3455.42908","3454.966661","3459.319552","3453.671541","3451.452824","3458.495457","3460.556458","3469.364898","3479.264705","3497.766498","3528.156605","3583.046063","3655.42203","3736.748338","3824.654685","3908.711087","3993.622918","4068.935299","4139.117886","4207.603112","4265.285144","4329.647146","4378.421713","4430.266445"
"V206","test1","214_B_1426","NaN","K8","3432.679079","3395.050475","3393.725564","3391.111793","3391.438524","3387.774105","3387.712441","3388.377505","3380.426133","3385.703041","3380.517707","3376.940187","3373.647631","3377.500069","3369.242926","3372.176457","3370.357456","3369.138214","3368.41169","3371.463157","3371.86711","3371.950483","3378.971366","3387.39492","3399.333911","3417.030878","3448.55944","3496.979392","3566.636065","3645.891753","3720.017014","3796.490574","3864.646236","3931.477756","3996.122046","4053.00794","4108.534333","4167.289481","4210.591117","4256.168614"
"V207","test1","236_B_1690","NaN","K9","3435.836051","3408.248071","3405.126818","3404.529107","3402.740744","3395.059101","3392.480209","3386.591533","3385.790042","3379.001937","3380.451281","3378.022621","3375.196644","3375.562614","3378.874885","3373.118475","3370.824281","3370.353846","3371.988142","3374.485294","3370.892537","3376.633142","3370.859434","3377.257062","3381.464664","3389.767719","3400.331555","3423.206277","3461.722569","3515.315406","3584.858852","3659.822056","3733.087089","3802.398718","3871.950511","3934.31282","3997.061451","4053.151206","4103.472051","4152.840089"
"V208","test1","245_B_1798","NaN","K10","3478.631921","3454.431009","3453.450918","3446.393095","3445.549948","3442.718046","3440.234324","3432.764945","3434.127244","3434.029287","3425.732387","3426.636309","3424.957475","3428.24155","3426.993706","3426.332639","3420.840382","3420.075698","3423.393152","3419.933781","3419.360644","3420.08096","3421.270711","3421.416383","3431.375279","3429.288668","3439.561399","3448.298072","3476.463342","3514.720739","3579.005204","3653.529023","3738.891242","3818.213439","3897.977322","3975.179748","4046.820177","4110.884132","4171.485345","4238.152292"
"V209","test1","250_B_1858","NaN","K12","3416.717938","3386.765682","3376.992284","3378.313175","3374.071363","3367.161891","3369.899242","3366.472389","3360.304749","3358.894238","3359.086195","3356.934334","3356.504178","3354.393337","3356.711761","3354.626133","3354.396856","3353.855874","3349.755216","3352.39226","3355.736028","3351.227","3353.372405","3353.657874","3353.962496","3352.368882","3355.139555","3354.870056","3357.6408","3355.908416","3367.252166","3380.30412","3406.554133","3442.343746","3502.409756","3575.250773","3651.100537","3732.274592","3801.281762","3873.688348"
"V210","all_products","19_B_126","NaN","L1","3535.118372","3514.24051","3503.041827","3506.460247","3504.1344","3499.589977","3501.185003","3497.346832","3499.711079","3496.173611","3489.592849","3493.839163","3493.169497","3496.275207","3495.034106","3495.118074","3494.505886","3495.861417","3494.492915","3498.610755","3499.572627","3498.54258","3497.452208","3494.812271","3496.602873","3492.922977","3495.400612","3496.441302","3495.483281","3500.209804","3502.921234","3508.003509","3509.211395","3523.508648","3537.52444","3565.432503","3610.78555","3671.080359","3744.641906","3822.263653"
"V211","all_products","35_B_222","NaN","L2","3724.920063","3670.772152","3664.636198","3660.659089","3662.275456","3655.558925","3652.521852","3650.140056","3648.213477","3647.301874","3647.035568","3643.926185","3646.096745","3644.715111","3648.867818","3645.679792","3644.510915","3642.039082","3642.843986","3646.027036","3648.882303","3641.711359","3648.491521","3643.741924","3642.368705","3644.668049","3644.271199","3644.088976","3647.736214","3649.945512","3655.436036","3657.960016","3656.301273","3671.680944","3682.464024","3712.011693","3752.586875","3813.665876","3892.379518","3978.719327"
"V212","all_products","70_B_426","NaN","L3","3731.6842","3681.322524","3678.307596","3679.250992","3678.581115","3675.213567","3675.276723","3679.415883","3675.627592","3676.249013","3675.083628","3673.055044","3673.921048","3672.058259","3680.062111","3679.665164","3675.034302","3678.855653","3681.569095","3682.278173","3681.984042","3677.76407","3677.141336","3676.451873","3678.047932","3678.927372","3682.126137","3686.107005","3684.364863","3685.70651","3691.812588","3696.698602","3699.377228","3715.784483","3736.059113","3776.039857","3829.795262","3901.718823","3988.191172","4078.545039"
"V213","all_products","242_B_1762","NaN","L4","3684.507988","3633.125413","3625.023086","3621.421129","3623.97235","3618.40694","3622.366353","3619.895056","3617.0632","3614.661468","3614.659927","3615.584713","3614.191081","3611.64379","3615.542795","3619.761542","3617.510734","3614.241802","3614.609571","3617.271065","3619.277745","3613.209346","3614.694539","3614.40961","3611.609581","3616.79088","3615.318154","3615.683554","3620.142963","3615.496385","3620.926459","3621.59493","3623.148644","3632.321729","3638.376906","3653.302756","3682.235925","3722.091609","3774.959052","3841.877757"
"V214","all_products","166_B_966","NaN","L5","3701.39117","3652.47338","3645.160319","3640.525406","3641.133425","3637.129547","3635.727033","3640.807426","3633.73635","3635.641138","3636.26492","3637.063775","3635.494566","3639.774335","3647.390609","3637.272129","3637.727399","3640.278192","3639.7218","3640.883679","3643.154291","3639.89932","3641.167252","3638.563884","3644.377908","3643.282059","3639.758197","3641.639981","3650.896222","3643.812474","3647.664622","3654.028254","3657.76984","3660.60046","3671.133867","3695.023039","3725.396573","3769.624522","3840.157987","3923.681949"
"V215","all_products","201_B_1270","NaN","L6","3615.251926","3571.530032","3567.948617","3567.710234","3563.042235","3561.279877","3558.264129","3556.380999","3553.635062","3550.096647","3554.498168","3552.450537","3554.771464","3556.749655","3559.126194","3556.722686","3556.106862","3557.38249","3554.291616","3556.682723","3554.883299","3552.286425","3555.39599","3554.367861","3555.509647","3555.424141","3554.412275","3557.275226","3558.649681","3558.366821","3565.06922","3566.95652","3574.35432","3584.306982","3603.67747","3627.298957","3678.98788","3741.872648","3812.340987","3892.547225"
"V216","all_products","209_B_1366","NaN","L7","3546.750029","3512.675702","3509.790795","3502.92162","3500.447954","3496.981712","3496.71892","3497.162893","3494.057152","3494.442672","3496.091261","3492.77152","3497.439655","3498.623598","3496.833749","3501.690787","3498.638786","3502.046957","3499.524242","3500.805624","3501.660425","3497.442278","3501.473893","3498.958501","3503.584758","3503.404242","3505.637226","3507.308368","3502.862649","3505.643646","3507.135846","3512.709179","3514.354244","3521.415498","3530.248661","3554.954392","3578.692076","3619.182203","3658.532209","3705.239088"
"V217","all_products","214_B_1426","NaN","L8","3648.896788","3599.606516","3594.730273","3585.217452","3588.799456","3585.148196","3588.551431","3585.559789","3581.556291","3583.631452","3582.991497","3583.856456","3584.593605","3583.613553","3584.667273","3586.742854","3582.866218","3582.549473","3585.115524","3587.826746","3588.845215","3589.874421","3582.367202","3586.245309","3585.801508","3586.947192","3589.278614","3587.403059","3588.887755","3591.86503","3597.398085","3600.689576","3607.946772","3625.702962","3653.284247","3696.435239","3750.877338","3823.96919","3896.158262","3967.719507"
"V218","all_products","236_B_1690","NaN","L9","3662.63272","3608.570918","3602.303512","3604.100388","3602.16274","3601.363403","3603.1719","3600.711984","3602.321106","3603.826639","3602.957124","3601.746851","3598.727829","3598.295819","3606.458332","3601.907817","3604.687778","3600.214476","3602.125107","3603.225095","3602.818219","3600.329267","3603.112835","3604.170097","3601.858114","3602.67997","3607.121495","3608.406293","3606.013233","3607.397447","3608.344532","3614.028207","3622.129167","3632.605567","3650.880104","3682.750143","3732.521359","3797.185095","3871.790142","3947.849677"
"V219","all_products","245_B_1798","NaN","L10","3641.968273","3591.185204","3591.412488","3584.70663","3585.421664","3582.498431","3580.59252","3581.103621","3577.071405","3578.456359","3576.421119","3576.897835","3574.932485","3576.452946","3583.400701","3581.210147","3582.106617","3578.276408","3583.239002","3581.126157","3577.946098","3578.672954","3581.437454","3579.538486","3582.263715","3578.551516","3576.278613","3577.037666","3579.415844","3575.409605","3583.021366","3581.805607","3582.175058","3588.342552","3595.102996","3594.470026","3605.96353","3621.479499","3655.633968","3706.523276"
"V220","all_products","250_B_1858","NaN","L12","3657.351314","3598.3464","3595.014708","3591.76874","3589.804553","3588.933998","3590.108223","3591.358472","3586.138941","3588.250237","3587.307115","3586.955497","3586.89684","3588.284101","3587.757419","3587.795491","3587.252999","3586.242147","3588.361875","3592.872423","3588.876526","3589.264925","3589.386546","3584.668832","3590.788355","3587.513734","3586.772576","3586.831453","3589.538164","3587.230745","3589.353585","3590.483719","3588.27725","3591.084823","3590.540632","3593.911264","3593.313824","3595.256077","3593.236785","3597.721724"
"V221","test1","19_C_127","NaN","M1","3626.684593","3610.425313","3604.397223","3604.778388","3601.810924","3595.230817","3589.617185","3592.656696","3585.177503","3582.573727","3579.080491","3577.289403","3573.851028","3575.646127","3567.5727","3565.877365","3564.871654","3566.649728","3568.915702","3566.27389","3565.543849","3565.54928","3574.409689","3579.214442","3596.74228","3618.170881","3662.68295","3720.981656","3797.992204","3889.799197","3978.247062","4064.820824","4151.946692","4232.170045","4304.837587","4376.644642","4442.04064","4507.320841","4561.415425","4614.100595"
"V222","test1","35_C_223","NaN","M2","3666.978641","3630.666433","3628.857905","3627.571984","3622.995414","3623.026083","3620.099096","3616.644886","3614.24114","3616.419827","3606.29035","3604.165321","3608.56751","3609.355511","3606.613524","3604.837293","3607.383649","3604.345832","3607.371923","3605.449845","3604.070259","3607.644389","3612.275738","3614.828445","3632.476403","3646.884261","3677.815028","3732.435082","3806.791094","3890.744986","3988.164779","4082.478888","4173.675898","4264.052244","4339.930755","4425.453028","4497.391945","4560.56207","4621.313526","4682.513667"
"V223","test1","70_C_427","NaN","M3","3576.304122","3542.741498","3538.311514","3538.29808","3533.198446","3530.138637","3525.156633","3526.813999","3520.804821","3519.403376","3514.624572","3516.588695","3514.615246","3513.062526","3512.071674","3506.559243","3512.910811","3510.269589","3508.118828","3509.262682","3512.125922","3514.356361","3519.704393","3531.011778","3545.229501","3567.41858","3609.491133","3668.003801","3744.607794","3832.040187","3912.871055","3998.074426","4082.202712","4156.959972","4227.927317","4296.417899","4360.097505","4418.831698","4475.539332","4528.587945"
"V224","test1","242_C_1763","NaN","M4","3481.488913","3445.471204","3447.105381","3441.866346","3444.200861","3441.022908","3438.73427","3439.142472","3437.768758","3431.460667","3429.837462","3429.858867","3430.499156","3431.128108","3429.486729","3422.844353","3427.970501","3427.0124","3428.219793","3422.556691","3425.555337","3430.50382","3433.816523","3430.833789","3447.668254","3458.1273","3480.353704","3525.40655","3583.215727","3650.959932","3737.575048","3815.283367","3894.329947","3970.959069","4044.946612","4115.359575","4172.046705","4231.344704","4289.522434","4335.544538"
"V225","test1","166_C_967","NaN","M5","3498.947258","3465.469462","3461.640436","3458.342925","3453.947672","3452.749426","3450.484547","3448.444775","3444.867888","3444.115751","3440.200361","3438.529475","3436.002111","3437.247812","3436.157072","3436.720733","3432.964122","3432.358396","3439.19926","3431.224901","3436.361618","3434.605183","3437.218585","3440.751702","3455.135014","3455.663066","3470.216466","3495.995195","3537.168856","3593.676155","3669.616272","3745.414848","3826.390048","3905.194245","3982.577064","4055.814286","4122.104312","4182.210725","4239.267915","4295.621762"
"V226","test1","201_C_1271","NaN","M6","3451.784224","3417.020298","3413.775299","3411.604997","3410.189862","3408.61192","3408.095488","3403.103087","3402.456364","3398.09282","3399.371178","3396.698892","3395.974336","3397.2204","3397.163527","3389.882346","3392.872475","3393.055691","3396.032573","3395.415356","3393.987361","3396.695189","3398.21534","3394.962808","3399.221607","3399.60501","3401.310769","3409.407127","3416.243356","3435.36404","3465.092061","3507.967503","3571.740012","3641.956686","3724.503899","3793.70389","3862.259259","3928.587653","3996.094381","4053.634682"
"V227","test1","209_C_1367","NaN","M7","3465.76045","3437.422368","3432.712379","3428.701561","3424.31918","3422.091686","3422.790359","3416.060543","3414.938844","3413.877569","3413.487922","3414.94758","3409.477681","3412.429315","3410.031459","3403.854572","3406.325561","3403.573123","3408.554171","3411.596834","3407.914057","3410.448077","3410.353072","3417.639254","3428.236423","3441.880277","3468.202001","3509.25623","3569.888678","3640.893063","3714.127134","3784.450505","3855.324874","3928.78017","3992.279482","4055.210844","4112.020033","4159.039081","4213.032675","4254.008136"
"V228","test1","214_C_1427","NaN","M8","3502.182243","3465.821978","3459.166184","3457.654643","3458.440516","3455.689529","3448.082343","3451.602398","3446.00453","3445.10231","3443.75374","3441.533197","3434.929425","3434.903935","3434.590875","3434.940236","3432.742895","3431.563274","3434.504112","3433.496421","3433.913528","3432.483224","3433.381405","3436.558631","3446.54964","3451.171352","3467.088775","3485.3806","3531.012603","3583.647111","3656.590331","3744.803623","3823.628605","3906.563876","3987.278672","4058.538031","4129.596597","4193.942226","4256.889849","4312.344267"
"V229","test1","236_C_1691","NaN","M9","3499.054619","3459.976697","3459.331481","3449.900565","3447.731591","3450.333898","3443.832371","3440.101225","3435.061371","3432.971787","3431.752412","3430.154049","3426.474863","3424.823964","3423.995277","3418.620967","3421.055728","3420.745752","3417.403662","3420.917022","3421.009939","3426.679675","3424.51098","3429.950174","3427.706186","3428.661354","3437.210578","3444.882045","3463.760968","3495.098207","3552.448791","3617.715587","3692.709817","3777.988607","3850.960729","3923.515335","3990.01376","4061.781591","4118.540244","4181.120697"
"V230","test1","245_C_1799","NaN","M10","3470.36858","3435.748956","3433.857374","3428.975251","3424.314609","3419.865276","3414.474036","3416.129349","3413.889423","3409.139261","3408.247197","3407.468446","3403.81376","3405.724205","3404.174481","3398.92818","3396.364398","3398.106973","3400.101643","3393.719387","3400.759803","3401.432765","3397.955926","3402.864411","3405.215114","3401.7856","3406.05322","3408.427782","3423.085346","3432.408889","3466.436171","3511.690858","3575.769557","3657.030592","3732.6072","3813.386031","3885.21455","3953.68182","4024.133679","4086.68027"
"V231","test1","188_A_1197","NaN","M11","3469.832099","3429.355607","3426.584414","3425.440836","3422.399142","3412.031006","3410.778742","3404.677657","3401.789287","3402.124789","3396.853194","3394.813146","3395.852027","3391.86618","3396.562852","3393.631389","3388.109951","3389.861541","3390.183425","3391.138894","3392.200218","3393.108795","3393.894629","3395.530818","3401.596703","3408.128097","3428.388786","3456.950647","3502.765507","3561.475036","3635.173995","3708.842974","3788.317897","3856.679788","3927.916209","3995.789191","4056.859402","4114.581311","4164.313884","4223.273359"
"V232","test1","250_C_1859","NaN","M12","3479.257387","3432.927045","3427.915981","3427.654375","3420.822482","3420.946151","3412.098344","3413.824361","3410.723616","3405.91051","3405.837872","3400.551276","3399.905894","3403.509415","3403.598294","3401.148979","3396.03428","3396.926498","3393.436242","3401.06497","3397.967413","3401.577421","3398.570843","3396.476707","3398.133977","3402.069061","3400.755744","3407.833841","3408.886727","3411.988836","3429.937554","3458.637515","3498.306127","3558.134839","3622.418138","3696.345146","3766.653756","3832.190471","3900.503754","3964.683516"
"V233","all_products","19_C_127","NaN","N1","3669.84211","3639.936647","3632.594645","3632.721334","3629.237089","3627.833412","3625.617426","3624.54972","3620.247616","3616.149425","3615.330145","3619.974681","3619.044377","3621.391139","3621.971226","3619.712316","3620.353613","3619.422223","3619.973261","3621.669387","3618.537455","3616.913024","3623.262576","3618.271104","3616.949464","3619.846539","3616.272228","3622.784519","3620.414247","3622.505173","3626.588849","3631.131909","3646.532136","3668.033448","3692.0728","3745.447901","3812.938159","3887.059876","3965.382651","4046.686358"
"V234","all_products","35_C_223","NaN","N2","3733.428151","3681.051075","3676.008728","3676.56118","3672.830158","3675.562203","3669.365455","3669.484733","3665.470856","3663.11987","3662.136917","3664.715974","3659.333382","3661.711233","3664.381441","3663.40904","3665.030677","3660.619875","3661.442558","3667.420019","3663.299378","3663.171632","3663.592027","3662.159333","3661.42266","3665.978047","3660.105513","3668.908447","3671.252965","3671.145121","3672.767231","3681.909468","3689.133925","3705.90149","3727.849401","3769.6539","3831.830233","3897.923018","3985.128008","4070.590605"
"V235","all_products","70_C_427","NaN","N3","3682.988514","3634.009741","3630.773579","3626.130856","3624.933103","3628.740784","3626.303118","3629.579617","3623.896402","3624.449866","3621.41449","3623.529573","3618.748436","3623.897699","3625.780726","3626.640481","3622.616237","3626.618015","3628.181268","3629.032195","3621.439521","3627.6167","3629.313895","3626.462728","3626.445497","3629.427232","3620.983398","3627.054732","3626.53086","3632.568467","3638.482975","3633.606565","3644.060259","3652.102536","3672.496887","3708.494783","3761.022719","3826.944227","3906.319848","3986.469861"
"V236","all_products","242_C_1763","NaN","N4","3728.316856","3666.459686","3665.97455","3657.416343","3656.409814","3653.52888","3655.231603","3660.422594","3652.11859","3652.952374","3652.19029","3650.212027","3649.550862","3652.04286","3652.398061","3654.972845","3651.137138","3651.795664","3650.558521","3651.177959","3652.498197","3650.810332","3653.630673","3655.069019","3649.691084","3649.332115","3652.280088","3654.890724","3655.726291","3660.641437","3661.535174","3663.055445","3677.07201","3685.805683","3711.247215","3750.142753","3805.9921","3876.636494","3950.600702","4023.758728"
"V237","all_products","166_C_967","NaN","N5","3717.088765","3660.012713","3658.979272","3653.824923","3653.333665","3646.952188","3650.71213","3650.915641","3644.19885","3643.169436","3646.764459","3644.532125","3643.795195","3646.518538","3652.423555","3651.14192","3645.714723","3644.263489","3648.294814","3650.901027","3646.9184","3643.327918","3647.030455","3647.949777","3650.170604","3648.766858","3648.662378","3649.826758","3650.901347","3650.358585","3654.661491","3656.752686","3656.464736","3665.445203","3667.248489","3680.65709","3706.679553","3748.854429","3796.930961","3858.7467"
"V238","all_products","201_C_1271","NaN","N6","3529.45191","3488.418948","3482.494584","3481.655479","3477.315393","3478.664912","3477.979902","3476.504219","3474.71346","3473.842854","3478.418837","3479.775525","3477.859176","3478.455334","3481.983486","3480.011554","3478.731145","3478.802115","3481.110618","3480.660071","3478.455662","3478.44616","3476.95865","3477.767923","3477.961263","3480.611419","3480.103413","3476.925621","3477.720023","3481.575654","3481.01534","3480.340886","3481.153217","3485.057815","3491.131133","3493.457021","3502.278886","3518.366936","3535.763593","3556.178371"
"V239","all_products","209_C_1367","NaN","N7","3378.372551","3345.885938","3348.441317","3350.992076","3340.472344","3340.544619","3341.590828","3341.724423","3346.133457","3345.103552","3343.207262","3348.032991","3341.40037","3342.56459","3347.779829","3347.056755","3345.249502","3346.16689","3347.890239","3350.403872","3344.932476","3347.881565","3349.426676","3344.871622","3347.692788","3346.537692","3349.784669","3345.954825","3347.380021","3348.682744","3348.570944","3351.28271","3359.195132","3366.471916","3379.180695","3401.034602","3430.235787","3470.766668","3505.745478","3549.623112"
"V240","all_products","214_C_1427","NaN","N8","3562.432311","3515.58249","3512.346213","3508.712238","3507.150133","3506.396013","3505.727285","3505.282334","3501.430351","3499.246795","3502.27306","3501.827215","3498.045276","3501.843916","3503.882365","3500.848635","3496.823983","3501.540239","3504.40206","3509.301167","3502.569871","3505.485048","3503.493787","3507.17802","3500.807549","3501.715465","3502.189068","3506.049801","3504.455242","3504.89712","3505.132725","3506.811533","3511.76118","3511.438508","3515.115874","3525.266577","3540.664398","3565.086616","3604.279274","3662.989391"
"V241","all_products","236_C_1691","NaN","N9","3612.972108","3557.116548","3553.168041","3551.455825","3553.852076","3546.329589","3548.038306","3547.421612","3547.88489","3543.569004","3548.858244","3544.161964","3545.959512","3545.923619","3551.868963","3548.712469","3546.698566","3549.551894","3550.915494","3547.714229","3546.127219","3546.738763","3548.633234","3552.977223","3551.325625","3547.598605","3547.846869","3551.453084","3554.210488","3551.708768","3551.770939","3550.262135","3550.452221","3550.081334","3552.901792","3561.913278","3565.657336","3585.3196","3600.667637","3645.265129"
"V242","all_products","245_C_1799","NaN","N10","3604.302099","3552.597418","3552.06481","3546.950502","3541.875616","3542.984849","3536.645149","3540.058671","3536.446186","3540.208829","3538.618403","3541.033568","3537.883386","3536.385279","3543.022754","3545.823424","3540.534544","3539.528565","3540.495111","3544.879576","3541.331339","3541.768127","3539.689715","3538.910611","3544.206658","3536.969328","3538.790446","3542.119436","3542.665266","3543.112293","3540.928416","3540.877048","3542.604768","3544.912809","3549.419477","3549.575776","3560.819053","3577.906488","3593.790708","3635.990462"
"V243","all_products","188_A_1197","NaN","N11","3636.548308","3582.945976","3583.399266","3580.303951","3576.05318","3577.752041","3573.797078","3578.604667","3577.016951","3572.505976","3577.133712","3573.532577","3575.572282","3575.50879","3577.440564","3579.069423","3578.986773","3574.256884","3575.902877","3573.204632","3574.617136","3578.795049","3575.309566","3576.968437","3575.716005","3573.050598","3579.926017","3579.383637","3575.772438","3579.279755","3580.437543","3579.190763","3582.592893","3593.845172","3606.739426","3620.021037","3649.495293","3698.580898","3758.05013","3832.633841"
"V244","all_products","250_C_1859","NaN","N12","3601.348871","3548.906997","3549.266542","3544.915518","3541.619737","3542.625805","3542.00667","3542.996799","3541.229819","3537.970969","3534.36317","3538.603225","3536.66387","3538.519749","3541.747998","3536.964985","3540.705131","3540.005965","3543.400846","3540.405408","3538.514259","3538.841711","3535.264928","3538.279012","3540.00965","3537.314757","3536.895033","3537.138713","3541.00323","3539.470783","3541.104914","3536.056144","3534.681249","3540.605209","3545.879487","3538.955658","3540.019711","3545.64748","3546.642279","3552.613843"
"V245","test1","19_D_128","NaN","O1","3586.32647","3562.389144","3573.056493","3556.594715","3556.849422","3555.948216","3558.601882","3554.027477","3559.035404","3553.016567","3554.586328","3550.36952","3544.036005","3543.200725","3540.756627","3535.3558","3537.876966","3539.16898","3536.403834","3536.061443","3538.603495","3538.438417","3541.165279","3542.966114","3540.491847","3543.329002","3546.18115","3558.028305","3579.048411","3611.820277","3669.698462","3736.397134","3825.526319","3928.277447","4018.051121","4107.266533","4193.435784","4272.188364","4344.96848","4416.943369"
"V246","test1","35_D_224","NaN","O2","3586.140099","3547.885986","3542.842799","3541.804632","3535.850684","3533.082642","3532.601253","3528.803286","3530.64287","3523.501506","3521.93007","3521.5596","3515.819411","3519.778408","3514.918097","3511.291353","3511.664137","3509.913199","3512.107636","3512.221186","3509.611748","3511.967893","3512.016293","3509.350003","3515.074704","3526.047612","3538.405128","3566.302642","3606.874372","3665.696018","3744.999115","3828.689954","3924.062511","4008.565326","4092.52249","4171.005787","4244.28402","4305.025326","4372.988795","4433.763083"
"V247","test1","70_D_428","NaN","O3","3569.92767","3525.379516","3520.054225","3521.793485","3515.500103","3516.059205","3514.054139","3513.626758","3511.302018","3505.891804","3506.500067","3493.545045","3495.204994","3496.317509","3490.940219","3488.806798","3487.717134","3487.193291","3492.486614","3486.765375","3489.411168","3491.12738","3489.882487","3490.353462","3492.279541","3489.564095","3489.278095","3494.6978","3498.914609","3497.416954","3507.235832","3524.613861","3548.869515","3588.369359","3648.524139","3724.856546","3815.542155","3898.205138","3981.476928","4066.380148"
"V248","test1","242_D_1764","NaN","O4","3516.148236","3478.951888","3478.608396","3473.427892","3467.967233","3468.319464","3467.030317","3462.991403","3469.096465","3461.989672","3453.620133","3450.547561","3448.429559","3447.996185","3446.94264","3445.156405","3443.194813","3444.809923","3445.100359","3445.046639","3443.277863","3442.151817","3443.421311","3448.429247","3447.612551","3444.733266","3445.804253","3450.899905","3453.210978","3458.299016","3477.683695","3490.114105","3531.092119","3588.855969","3664.449381","3745.823222","3829.93834","3902.545045","3977.956241","4056.137259"
"V249","test1","166_D_968","NaN","O5","3474.95963","3439.764095","3435.924473","3437.20145","3430.996106","3429.88267","3425.054261","3424.170984","3423.729422","3422.873744","3411.319679","3406.669404","3402.150667","3404.506663","3401.546459","3399.791986","3403.227515","3399.117172","3400.709357","3399.762298","3404.80003","3400.591041","3404.310102","3408.544346","3410.096993","3414.308974","3424.918179","3447.112899","3475.126646","3519.975058","3588.056155","3659.748515","3734.405259","3814.376609","3889.660684","3960.694826","4031.766973","4087.970144","4151.107164","4205.195062"
"V250","test1","201_D_1272","NaN","O6","3524.255275","3490.272206","3485.789056","3474.400044","3471.790926","3472.117893","3469.606011","3464.953268","3462.362826","3460.584193","3457.304134","3453.398644","3447.384076","3450.586499","3444.948948","3441.555503","3439.24203","3445.755943","3445.023096","3441.158644","3445.856125","3442.427958","3446.700657","3449.89213","3450.781959","3458.87888","3479.019951","3504.194919","3544.929099","3603.284051","3678.55895","3761.095101","3853.027046","3937.202508","4016.59801","4091.839738","4159.660688","4223.303212","4284.195477","4345.797738"
"V251","test1","209_D_1368","NaN","O7","3503.516885","3473.022713","3466.062614","3466.000538","3463.019212","3460.800829","3459.195495","3458.219332","3452.274657","3448.014584","3442.240996","3435.904647","3436.678125","3433.452051","3430.170991","3426.120122","3431.36737","3427.428636","3430.78066","3430.15099","3429.08731","3429.878331","3429.665799","3430.068821","3432.614826","3432.886462","3438.07215","3447.338408","3463.752078","3483.839527","3525.68885","3585.564352","3664.949857","3750.264372","3837.575734","3917.094297","3997.694873","4075.766831","4138.887092","4204.285531"
"V252","test1","214_D_1428","NaN","O8","3443.321137","3413.580553","3411.4535","3407.062316","3401.823636","3398.968404","3396.003715","3395.207875","3393.598001","3393.775559","3389.485915","3385.748116","3383.598598","3381.912215","3381.616859","3370.992814","3379.102406","3375.051274","3379.021111","3375.059323","3375.692142","3375.386247","3374.04508","3377.819305","3377.886449","3376.579671","3378.053724","3383.852227","3389.108293","3397.432133","3422.973473","3456.602348","3515.494436","3586.654369","3667.379063","3739.623927","3814.061324","3886.391012","3950.884087","4017.971295"
"V253","test1","236_D_1692","NaN","O9","3521.416879","3487.613394","3487.710391","3485.508029","3480.504693","3475.343039","3471.709715","3474.34548","3470.672889","3472.325753","3465.659943","3458.13855","3456.668573","3454.012146","3449.38084","3448.479998","3447.776909","3443.874873","3447.821752","3442.823999","3444.662185","3445.939059","3446.589693","3446.635229","3447.330407","3448.379504","3447.599242","3453.862451","3460.773697","3468.911751","3491.429844","3533.416144","3592.491542","3666.622555","3757.262677","3830.448239","3917.34005","3997.312049","4069.306953","4137.373054"
"V254","test1","245_D_1800","NaN","O10","3488.023996","3456.876549","3449.372173","3446.330259","3443.978001","3440.430974","3436.927241","3436.994334","3435.768854","3432.105647","3427.959503","3420.057874","3422.256224","3418.875211","3416.164333","3412.496933","3410.422682","3408.439238","3408.791005","3408.643562","3411.627922","3411.753141","3408.838353","3406.726266","3408.613269","3406.00806","3407.944609","3409.870943","3412.15727","3411.296217","3415.142093","3421.093889","3439.123464","3476.656735","3529.880522","3598.666299","3677.067652","3761.629896","3835.84554","3912.155858"
"V255","test1","188_B_1198","NaN","O11","3529.779758","3494.074811","3490.975535","3480.789127","3480.280867","3480.317496","3474.024072","3472.266088","3469.409973","3467.257433","3459.132787","3455.940765","3456.216731","3451.640948","3447.540553","3445.941147","3444.079349","3445.460196","3444.882295","3443.355312","3441.571436","3445.152052","3442.489877","3444.196956","3447.633113","3451.906778","3450.425148","3464.013884","3469.766584","3487.479904","3523.97028","3577.217578","3644.879507","3727.823058","3805.834055","3882.915654","3962.042751","4034.457528","4104.419645","4166.749363"
"V256","test1","250_D_1860","NaN","O12","3459.321535","3415.441851","3407.820491","3403.329668","3401.120717","3400.217674","3390.138867","3388.462665","3389.676942","3389.643081","3383.681628","3376.361171","3373.550482","3375.491469","3370.729405","3364.439348","3364.798721","3365.222573","3364.84123","3367.06882","3364.75174","3368.993608","3364.540684","3358.43608","3363.331403","3367.537613","3366.108169","3367.567552","3364.342829","3366.508024","3365.387551","3367.217446","3375.355267","3387.938661","3409.863306","3449.997428","3500.389496","3570.701539","3643.771684","3719.750455"
