"","reaction_type","sampleID","starting_quantity","Cycle_number","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"V102","all_products","gblock+IRE_plus18IRE","10","E20","3424.034402","3382.62203","3376.796166","3377.170905","3370.207052","3369.335586","3371.009088","3372.360256","3366.829195","3363.338559","3364.691454","3368.091837","3368.791301","3377.157292","3396.547311","3419.398544","3461.874644","3525.825854","3598.111498","3678.795304","3762.811905","3848.052795","3931.095233","3998.815714","4068.858212","4139.97633","4202.231511","4258.759086","4304.891659","4351.955189","4400.905466","4433.500978","4468.552497","4501.823709","4534.007209","4558.952188","4585.265716","4605.375819","4626.121778","4646.480046"
"V103","all_products","gblock+IRE_plus18IRE","10","E21","3480.137497","3444.801113","3443.19761","3445.820186","3443.727155","3440.227014","3438.88485","3438.15554","3438.994822","3440.701372","3438.806261","3446.757993","3455.178875","3464.006805","3480.775054","3508.672847","3554.455461","3624.945285","3713.026811","3802.184287","3904.908781","4003.069213","4090.407994","4179.068441","4260.039554","4339.322575","4410.402456","4475.609069","4530.653257","4588.491859","4638.6228","4685.447562","4716.807636","4759.731518","4795.277208","4827.980744","4858.689378","4878.888537","4901.797855","4935.013624"
"V104","all_products","gblock_minusIRE_onlyExonnoIRE","10","E22","3576.602177","3527.745483","3526.301525","3524.968771","3523.775272","3517.593785","3520.664811","3520.318599","3520.035312","3520.485886","3524.969543","3523.662056","3533.518089","3553.492375","3584.773851","3635.115287","3710.379905","3796.652631","3902.090041","4014.626803","4116.472573","4215.992388","4317.475919","4403.817987","4496.442276","4577.091672","4645.910643","4718.107906","4772.249782","4831.926711","4873.417899","4917.656702","4965.444101","4996.81459","5023.141405","5060.608073","5086.798901","5110.017005","5127.560508","5156.736015"
"V105","all_products","gblock_minusIRE_onlyExonnoIRE","10","E23","3549.498086","3503.077923","3500.745143","3499.575223","3495.480724","3494.003462","3494.750057","3490.138831","3497.86345","3493.026501","3494.730537","3501.3998","3509.595532","3524.799738","3555.139481","3605.881197","3672.242651","3763.464339","3863.219725","3965.78664","4062.605989","4159.368683","4252.509206","4345.237862","4427.296114","4498.580592","4570.77792","4638.32408","4697.887992","4747.637954","4800.193445","4848.342847","4887.631399","4921.242086","4957.905141","4981.725523","5011.243677","5037.198707","5053.916565","5079.633411"
"V106","all_products","gblock_minusIRE_onlyExonnoIRE","10","E24","3521.068028","3513.358343","3510.225473","3507.302228","3501.895152","3500.303849","3501.739732","3503.094502","3506.661652","3506.753834","3513.781088","3514.259926","3530.699308","3549.147892","3581.34741","3633.392675","3708.639011","3803.716959","3909.933992","4011.492231","4120.988419","4223.554496","4318.429182","4409.732353","4493.036014","4576.602874","4645.434073","4708.903205","4768.959904","4828.828478","4879.57232","4921.005487","4966.623447","5001.407889","5032.919367","5061.950875","5091.385362","5115.960889","5137.437535","5162.567495"
"V107","all_products","10_C_67","NaN","F1","3583.733529","3545.044209","3545.987355","3535.489712","3533.165195","3529.070773","3522.071758","3522.584992","3513.028347","3515.023941","3514.214676","3509.492902","3508.089629","3516.735356","3512.762645","3512.508962","3517.49936","3519.425854","3513.022681","3513.880465","3516.04982","3516.070903","3516.329831","3513.620832","3511.910254","3514.863679","3519.091931","3519.528652","3518.969633","3518.974619","3526.01563","3530.967737","3540.496841","3561.227433","3594.413586","3643.085951","3708.066334","3790.617823","3875.286565","3959.717446"
"V108","all_products","30_C_187","NaN","F2","3585.883571","3542.762474","3538.273663","3533.850088","3528.483242","3529.565558","3525.660122","3524.576023","3518.542682","3517.821091","3515.741751","3515.462767","3512.80595","3512.464321","3513.637615","3511.030985","3515.70976","3517.284871","3512.300212","3517.271231","3514.736177","3515.355614","3516.381447","3512.841034","3511.608996","3517.655804","3515.663331","3511.82902","3517.125359","3518.637242","3517.018786","3521.170498","3526.139145","3540.81608","3562.026009","3596.326458","3647.171544","3706.300263","3774.78592","3843.119437"
"V109","all_products","46_C_283","NaN","F3","3688.15241","3642.522631","3641.418914","3635.517124","3633.741328","3633.657176","3633.948555","3627.896419","3625.823249","3622.903222","3620.636177","3618.092222","3620.835851","3624.698416","3621.337526","3620.642589","3618.267587","3625.713126","3621.962929","3622.657498","3624.453486","3622.431493","3620.762137","3622.115913","3623.638266","3623.879912","3621.269078","3624.755837","3623.176473","3624.21541","3624.371999","3628.903621","3636.023225","3644.589269","3660.627452","3686.827141","3729.949308","3795.295138","3866.988122","3948.21121"
"V110","all_products","233_C_1655","NaN","F4","3716.131591","3661.006574","3657.38295","3655.514872","3645.999878","3644.460995","3645.106083","3639.314867","3637.392035","3634.21556","3633.803172","3631.476389","3633.122522","3632.150304","3630.194471","3631.128429","3636.306071","3635.834837","3633.495063","3635.079543","3635.211258","3632.443526","3633.564871","3638.583316","3633.103664","3634.458486","3635.734249","3632.459162","3634.671408","3635.674173","3633.052849","3632.824987","3634.261132","3636.251903","3635.526941","3646.376415","3653.945548","3672.806121","3692.137043","3731.407742"
"V111","all_products","162_C_943","NaN","F5","3705.949419","3663.503594","3657.254448","3656.763562","3649.420757","3643.818256","3641.96539","3638.758735","3636.455411","3631.394774","3632.459204","3628.920254","3634.582468","3633.520415","3632.828642","3633.979819","3634.696931","3634.249577","3634.66953","3635.042791","3637.412227","3638.373479","3637.416927","3638.377881","3635.219377","3636.873894","3637.832868","3637.408946","3639.871121","3643.592599","3645.683345","3656.74033","3672.384878","3693.722832","3733.880933","3792.788217","3870.866448","3955.163338","4043.867973","4133.755653"
"V112","all_products","170_C_991","NaN","F6","3621.398355","3556.451629","3556.388481","3554.51881","3549.540875","3545.713287","3542.472456","3545.703397","3547.478758","3542.55317","3541.640946","3540.64143","3541.602847","3542.646631","3539.553237","3540.149374","3545.580248","3546.964717","3545.083809","3544.299825","3547.973831","3540.618943","3546.930023","3545.671708","3545.613278","3547.664448","3547.379209","3549.913806","3552.051606","3552.87951","3556.501049","3564.460547","3568.548457","3581.780475","3608.721998","3641.847264","3703.134066","3773.150352","3852.284947","3930.369671"
"V113","all_products","206_C_1331","NaN","F7","3740.201931","3686.991167","3684.565444","3681.850739","3680.684903","3680.404186","3679.567493","3677.95472","3676.761052","3680.055895","3677.602194","3675.027996","3675.339818","3677.534417","3676.525139","3680.834972","3676.752432","3680.392568","3677.765888","3682.885776","3680.816096","3678.249188","3680.729981","3677.791746","3679.959028","3681.552459","3678.919943","3679.086045","3681.650358","3685.724249","3685.910155","3689.705594","3691.36074","3693.932063","3695.532942","3695.642461","3705.564209","3717.61833","3741.489611","3776.848049"
"V114","all_products","212_C_1403","NaN","F8","3705.917353","3653.563558","3649.026804","3649.06354","3645.663339","3644.572202","3641.703185","3642.288149","3638.511157","3636.72726","3638.424996","3635.978239","3636.30636","3637.352592","3640.030969","3640.934052","3639.150927","3640.078211","3639.773925","3639.380809","3640.384405","3638.345676","3640.876802","3637.26554","3641.048484","3643.38776","3639.094218","3641.315078","3645.760013","3645.006827","3649.670441","3646.676743","3656.035919","3657.565683","3667.893939","3683.805651","3711.963121","3755.383792","3818.196608","3896.829184"
"V115","all_products","231_C_1631","NaN","F9","3820.286558","3749.276406","3748.061807","3753.736149","3743.651637","3744.45818","3743.08381","3745.550626","3742.438824","3740.945816","3743.423957","3742.484126","3744.736106","3740.854329","3746.313908","3747.561335","3749.34975","3744.659761","3748.845565","3744.894268","3748.433442","3745.671224","3749.113085","3747.656205","3748.431921","3751.985598","3745.591009","3747.741678","3755.620132","3749.667558","3756.387005","3758.814606","3767.995535","3773.247677","3795.4484","3824.991603","3880.601496","3952.797159","4051.33156","4156.250233"
"V116","all_products","243_C_1795","NaN","F10","3817.049009","3742.812324","3740.029628","3739.799108","3736.662731","3732.771733","3735.732005","3734.985817","3735.018018","3733.154216","3728.862508","3736.471598","3734.453446","3731.402443","3733.831934","3734.734197","3733.631342","3736.010555","3734.80175","3734.954765","3734.436795","3735.362306","3738.011286","3736.168412","3735.970312","3737.690402","3736.163744","3736.443456","3741.959655","3738.843467","3739.890323","3745.679874","3748.464165","3750.334952","3763.020531","3775.800523","3807.343363","3847.66928","3917.989114","4001.466392"
"V117","all_products","221_C_1511","NaN","F11","3713.152085","3663.455263","3664.535321","3663.132603","3660.300397","3655.621681","3658.846737","3658.165988","3658.490468","3654.861672","3659.958093","3655.935518","3651.647247","3657.942348","3658.411945","3658.419992","3657.346463","3656.871393","3659.074967","3657.405703","3658.658181","3654.813102","3653.673087","3657.700094","3656.870921","3659.15292","3656.308845","3656.490493","3658.755479","3654.987012","3655.022598","3659.226524","3655.249692","3658.337238","3656.238896","3652.156909","3656.021298","3659.662338","3658.981144","3663.508404"
"V118","all_products","248_C_1835","NaN","F12","3733.369136","3673.405959","3669.633422","3665.698643","3662.076855","3658.385794","3662.359377","3658.408916","3659.255561","3656.775972","3654.721303","3659.691812","3654.673395","3654.705116","3656.69583","3652.907812","3653.74345","3655.150126","3656.084485","3657.666701","3656.44613","3653.761069","3657.578773","3654.503094","3660.905713","3661.479954","3657.511441","3660.899119","3658.544569","3656.09627","3657.747276","3664.982029","3670.091537","3678.886424","3697.388545","3727.393004","3780.62533","3847.114607","3938.982237","4031.787802"
"V119","test1","gblock+IRE_plus18IRE","0.05","F16","3563.76765","3514.988995","3510.145619","3509.68326","3511.034123","3507.359571","3507.268948","3502.400143","3501.485703","3502.249849","3503.280454","3502.926499","3496.687448","3502.416655","3503.685219","3505.410201","3501.727166","3503.344213","3510.167878","3514.776093","3526.228962","3546.08685","3577.22498","3634.329424","3706.511895","3803.856635","3904.095093","4008.893936","4101.820018","4191.371062","4276.080598","4351.833458","4430.857985","4491.173666","4557.148886","4610.594421","4666.326313","4706.861966","4744.925825","4787.465745"
"V120","test1","gblock+IRE_plus18IRE","0.05","F17","3605.793445","3556.738188","3548.382068","3552.143274","3553.928534","3548.561526","3552.379511","3545.438092","3544.495013","3545.076361","3546.578682","3546.343813","3546.419595","3543.878638","3547.394955","3546.261874","3550.480207","3543.956242","3554.047358","3557.636008","3568.002196","3591.615474","3628.928666","3686.025471","3768.407256","3870.129482","3977.718111","4086.91054","4189.014472","4283.554619","4374.998979","4460.36722","4537.433069","4609.173315","4672.410638","4731.732321","4783.449763","4832.153955","4874.97537","4917.523465"
"V121","test1","gblock+IRE_plus18IRE","0.05","F18","3572.436052","3519.979248","3514.448855","3512.191533","3510.548429","3509.499756","3504.883218","3503.626707","3503.442326","3505.285283","3503.771052","3503.02331","3499.310694","3500.679926","3501.94481","3501.845021","3506.266119","3501.958857","3509.122144","3514.930344","3524.388298","3543.918616","3573.679283","3633.719626","3707.49736","3803.325966","3907.42436","4012.802697","4106.848522","4195.574471","4279.310089","4359.962843","4433.402057","4499.893184","4560.227805","4620.885222","4670.079584","4714.054475","4753.909939","4794.390552"
"V122","all_products","gblock+IRE_plus18IRE","0.05","F19","3617.092124","3565.473957","3569.706534","3563.526948","3564.693907","3561.41961","3559.916862","3556.572229","3555.352","3553.274792","3554.461694","3555.828416","3549.807302","3551.949042","3555.062625","3548.632043","3549.83833","3552.711596","3557.829772","3557.054443","3560.828722","3575.139844","3584.215094","3607.505039","3655.406659","3719.419604","3799.23028","3894.448889","3986.991804","4080.258489","4173.364389","4254.300205","4340.872911","4417.644601","4491.383651","4554.711621","4622.302821","4674.245832","4728.575851","4781.323709"
"V123","all_products","gblock+IRE_plus18IRE","0.05","F20","3599.487882","3548.620085","3539.928443","3538.716251","3536.814489","3538.538753","3534.712121","3534.480193","3535.520894","3535.694311","3529.716588","3533.267971","3536.807084","3534.260384","3538.366561","3537.351799","3540.829408","3540.788611","3539.938752","3541.989066","3547.709544","3555.472364","3570.291263","3603.202894","3642.963751","3710.145948","3784.187181","3886.196458","3984.752916","4076.384728","4175.262086","4261.936442","4351.82232","4434.11699","4507.059132","4575.556891","4643.687045","4703.338897","4757.365152","4803.689372"
"V124","all_products","gblock+IRE_plus18IRE","0.05","F21","3458.972062","3426.182231","3422.784472","3415.688733","3413.101037","3411.578423","3412.70768","3405.312687","3406.385373","3402.964373","3399.219078","3400.460178","3395.619113","3390.513777","3392.338903","3393.163111","3391.250113","3390.644387","3398.318189","3397.851772","3403.685259","3413.098661","3425.464482","3445.474403","3488.683089","3543.068174","3612.055915","3691.244038","3776.834984","3856.480913","3939.178716","4012.383074","4079.918993","4149.720797","4213.650044","4272.061655","4327.689247","4376.376381","4420.413818","4465.501746"
"V125","all_products","gblock_minusIRE_onlyExonnoIRE","0.05","F22","3479.728239","3425.592002","3424.821273","3415.734028","3411.243481","3409.520666","3406.984853","3403.583128","3401.75587","3397.93728","3394.335405","3391.526195","3391.878404","3389.281836","3393.177182","3392.655701","3391.385571","3392.654345","3396.598077","3403.504915","3414.085602","3436.322738","3469.230805","3521.53458","3585.964747","3671.068957","3753.328448","3843.454803","3925.22793","4008.936433","4074.133294","4143.063899","4216.106611","4269.798954","4330.781745","4384.936553","4427.000746","4465.644962","4504.937398","4550.181314"
"V126","all_products","gblock_minusIRE_onlyExonnoIRE","0.05","F23","3489.693187","3437.242885","3432.731316","3431.29152","3425.916794","3425.372859","3427.868351","3422.614814","3422.978748","3420.238749","3422.343349","3424.154737","3422.350833","3423.15241","3428.598605","3428.283294","3426.531459","3426.395213","3434.00227","3440.632649","3453.518866","3468.942116","3506.595742","3562.55305","3631.274971","3713.216768","3806.566501","3896.321301","3982.78791","4063.136077","4147.420268","4215.715128","4285.262706","4350.553671","4407.408995","4455.066611","4512.144817","4555.595064","4595.940448","4634.153249"
"V127","all_products","gblock_minusIRE_onlyExonnoIRE","0.05","F24","3601.14287","3568.16412","3558.750042","3555.517228","3549.931746","3550.298961","3545.871726","3545.57043","3541.656534","3537.25421","3539.799838","3535.583591","3537.016087","3538.83064","3537.990327","3536.32013","3538.70562","3537.885415","3546.066731","3554.008763","3560.488351","3583.188456","3617.275549","3674.738288","3743.128139","3837.981125","3934.113122","4035.717872","4127.777882","4218.393481","4305.359505","4385.941634","4461.315309","4528.396729","4593.524764","4647.677765","4709.679856","4756.844258","4799.604282","4842.886589"
"V128","test1","10_D_68","NaN","G1","3540.895358","3518.856582","3516.403733","3509.215505","3508.254573","3502.771217","3498.398356","3494.276374","3500.18208","3489.728381","3493.171077","3488.665326","3485.485018","3486.28162","3479.268692","3481.216452","3474.871811","3476.393865","3476.578872","3477.226191","3472.872575","3479.606596","3477.860298","3488.06751","3495.640172","3506.1872","3541.61727","3586.081981","3646.926244","3727.314651","3814.685135","3905.13236","3988.09546","4067.479752","4144.972776","4214.497686","4281.098162","4347.57234","4405.478312","4459.531464"
"V129","test1","30_D_188","NaN","G2","3541.544383","3512.608619","3505.301014","3498.206548","3497.505222","3493.563721","3495.100603","3494.040797","3494.146717","3489.845448","3482.42763","3479.627984","3485.154965","3482.648199","3481.013227","3478.853429","3475.365058","3476.977726","3479.630376","3480.644447","3478.404768","3480.010944","3485.510533","3478.783364","3481.640639","3491.273217","3499.92143","3516.563424","3549.104303","3605.09787","3678.030489","3765.961483","3855.343643","3947.6494","4029.431679","4113.215917","4191.23481","4259.59982","4330.371164","4383.537223"
"V130","test1","46_D_284","NaN","G3","3534.598513","3501.910894","3504.418866","3496.982289","3494.989408","3490.53845","3488.974877","3483.84757","3481.69088","3480.947991","3477.872682","3477.985718","3476.0873","3474.229409","3481.057242","3476.132622","3474.789598","3474.438272","3478.374134","3479.903325","3476.715917","3477.056225","3476.407333","3476.120401","3476.301886","3481.102399","3485.364398","3496.987764","3515.791798","3545.982052","3600.704597","3670.092359","3749.351764","3836.066454","3917.163918","3996.06475","4074.445359","4140.263097","4207.319415","4272.934556"
"V131","test1","233_D_1656","NaN","G4","3559.021492","3523.234961","3517.655105","3518.457326","3519.117071","3516.365415","3518.123738","3511.698702","3511.336821","3507.36427","3501.72235","3502.071188","3506.167008","3501.791813","3501.42886","3499.989092","3497.12236","3493.833976","3498.196254","3502.557654","3499.762052","3503.81527","3501.5659","3509.891914","3510.974754","3522.446419","3538.910095","3567.097601","3606.839432","3673.835975","3754.93777","3841.43128","3933.141204","4028.108398","4103.763562","4183.853111","4258.816669","4328.599886","4393.993489","4459.901821"
"V132","test1","162_D_944","NaN","G5","3516.19492","3483.432888","3481.853259","3481.406291","3477.305841","3475.796965","3473.635796","3470.573996","3468.884024","3466.775925","3465.3965","3461.954068","3459.592805","3463.964636","3465.876697","3460.859209","3458.077794","3456.008144","3462.847814","3461.931077","3460.692616","3464.921298","3470.297048","3477.55947","3494.362071","3533.922271","3578.341974","3644.099559","3726.764905","3812.552942","3895.217648","3976.636732","4053.159611","4129.71229","4198.56342","4260.867915","4315.526652","4371.414318","4423.655277","4472.935324"
"V133","test1","170_D_992","NaN","G6","3538.316459","3507.747896","3501.553406","3502.115499","3500.219086","3498.118585","3495.668066","3498.967714","3501.128067","3491.59256","3491.775566","3485.852458","3491.252267","3492.117554","3487.78321","3486.413571","3481.482765","3481.352818","3484.873033","3492.092245","3487.977742","3487.789375","3489.512193","3497.428115","3503.982089","3521.38086","3556.55968","3611.627303","3675.675987","3760.121605","3847.284724","3933.478694","4017.314579","4100.430005","4170.94695","4238.179329","4305.719449","4362.912355","4419.659364","4474.630302"
"V134","test1","212_D_1404","NaN","G8","3341.285998","3313.356701","3310.96182","3311.932279","3311.281508","3304.376511","3310.096868","3311.1386","3311.159022","3309.237357","3306.491634","3307.419552","3305.766643","3306.092167","3308.114413","3300.05616","3302.023215","3294.638635","3303.72327","3299.611984","3301.336924","3298.88458","3297.69403","3297.892771","3304.763799","3300.884836","3298.83068","3301.156784","3304.517294","3304.175336","3298.916161","3302.582395","3310.540377","3313.490935","3320.278219","3337.628695","3359.582092","3395.156108","3432.972717","3474.225459"
"V135","test1","231_D_1632","NaN","G9","3482.383439","3454.606385","3454.254333","3451.296873","3448.986306","3444.043179","3448.148508","3444.601191","3444.301878","3434.519456","3435.653217","3432.035189","3431.271885","3431.064513","3431.202953","3427.555363","3424.961247","3422.268072","3425.471099","3427.924447","3425.870474","3428.922742","3427.284466","3425.865676","3430.768197","3437.217074","3443.336011","3462.582826","3493.887192","3539.924516","3601.702157","3678.147575","3753.846293","3821.787851","3893.94337","3959.358069","4027.301852","4089.920478","4140.886395","4204.12111"
"V136","test1","243_D_1796","NaN","G10","3611.911851","3564.110588","3562.579319","3560.857946","3559.168995","3556.137065","3553.259251","3556.990621","3555.83588","3552.213293","3549.546368","3548.153671","3547.888601","3546.756248","3543.174458","3542.12841","3542.955732","3539.728391","3541.021094","3539.06191","3539.992806","3540.990779","3538.290006","3536.892581","3543.391114","3544.31662","3551.591967","3561.250143","3574.227648","3607.1593","3655.770088","3726.91186","3817.302407","3907.997953","4004.339672","4092.235447","4180.124401","4260.929118","4338.99918","4412.959247"
"V137","test1","221_D_1512","NaN","G11","3476.895603","3448.044531","3446.55631","3439.308452","3440.573476","3438.34242","3434.247384","3434.614414","3429.770942","3426.8874","3426.678625","3427.679307","3420.809489","3421.610087","3423.825946","3420.821508","3417.280225","3416.475531","3417.586077","3419.462666","3421.142571","3417.714684","3420.866747","3428.287063","3438.891925","3458.191623","3483.534501","3529.599633","3597.251665","3682.648869","3768.026798","3856.275073","3940.971067","4018.481628","4091.317654","4160.485746","4225.345903","4288.814119","4343.057647","4399.468904"
"V138","test1","248_D_1836","NaN","G12","3535.45148","3506.809927","3498.822564","3495.711427","3493.083779","3492.134383","3492.423394","3491.449024","3488.414319","3481.499462","3479.211811","3476.95696","3476.235328","3473.065367","3481.816807","3477.322297","3474.358734","3473.784665","3474.988295","3479.877522","3477.248417","3476.55433","3479.581096","3478.453886","3483.240043","3489.388199","3506.806285","3529.179963","3568.775987","3627.238771","3706.305249","3792.62184","3889.929004","3973.721525","4059.515871","4135.660607","4208.629444","4276.183229","4343.309267","4399.148752"
"V139","test1","gblock+IRE_plus18IRE","5","G16","3416.59975","3388.310834","3378.550225","3379.456646","3373.140132","3371.602593","3372.891272","3364.78067","3367.113981","3365.860448","3365.296879","3366.739224","3372.311524","3376.864687","3389.985028","3410.873927","3456.874047","3523.094728","3599.539479","3695.344067","3790.289428","3881.942906","3965.833196","4041.428079","4121.607635","4187.533791","4247.401396","4305.547789","4351.14237","4392.911036","4425.465385","4466.714987","4497.043659","4525.227372","4543.723273","4567.965873","4592.256337","4605.242987","4621.002067","4638.781566"
"V140","test1","gblock+IRE_plus18IRE","5","G17","3404.932212","3374.642361","3370.370826","3369.059362","3366.179943","3364.386645","3359.441012","3361.888278","3358.711997","3357.585174","3356.500092","3353.529804","3362.171075","3367.858115","3378.667595","3404.45634","3446.912439","3507.745496","3586.99416","3679.132913","3773.291072","3860.794159","3946.415289","4024.142676","4093.39536","4165.58732","4229.368839","4279.947865","4333.644153","4379.676892","4416.294173","4450.850217","4480.436265","4510.675675","4536.56027","4557.483815","4582.602125","4597.437565","4617.28459","4630.534506"
"V141","test1","gblock+IRE_plus18IRE","5","G18","3330.557602","3301.528555","3296.594023","3298.729105","3291.994973","3288.676792","3288.776085","3287.502421","3286.370234","3281.695128","3285.09868","3285.558489","3293.445685","3298.646565","3314.715106","3334.897753","3370.742526","3429.277721","3502.357507","3584.582928","3672.367719","3749.089587","3828.61497","3904.356856","3971.533924","4028.683912","4081.726678","4133.368581","4179.529933","4217.321767","4253.343214","4282.409551","4311.546522","4336.126978","4359.977006","4383.152819","4399.129381","4419.238614","4430.239607","4445.353486"
"V142","all_products","gblock+IRE_plus18IRE","5","G19","3451.991533","3415.301748","3413.009973","3412.047664","3406.068448","3401.288483","3397.096225","3402.609153","3395.615134","3397.375654","3397.665386","3395.887819","3396.745087","3401.892221","3410.763255","3423.125265","3444.581726","3486.641405","3549.536134","3626.28661","3708.232946","3798.70538","3890.576456","3972.298089","4051.285879","4124.943704","4195.5641","4258.02406","4314.577841","4369.826865","4415.605986","4461.788446","4501.661791","4532.339419","4562.645115","4598.191947","4625.96271","4648.832896","4677.963589","4697.576049"
"V143","all_products","gblock+IRE_plus18IRE","5","G20","3445.026348","3409.669473","3401.296708","3399.30994","3397.601606","3393.935909","3393.394745","3391.561314","3388.85672","3388.356215","3391.125628","3390.912029","3393.774921","3395.58813","3406.090127","3419.341698","3443.27217","3483.305705","3543.903546","3617.484477","3709.981023","3797.903876","3884.097136","3966.147063","4046.152669","4117.668081","4192.98084","4255.722669","4310.268379","4365.014871","4417.486622","4464.006189","4493.807844","4530.38213","4566.223227","4599.769112","4626.544646","4649.438661","4671.778513","4694.391836"
"V144","all_products","gblock+IRE_plus18IRE","5","G21","3519.555386","3480.275824","3476.591291","3474.483941","3477.925448","3471.25401","3469.012265","3470.439756","3468.603863","3469.182911","3469.755459","3473.293736","3471.086333","3475.454595","3486.457218","3503.649321","3530.431259","3579.34482","3648.093528","3736.535026","3837.341531","3939.504846","4037.15499","4134.351991","4229.745097","4311.785139","4399.590012","4474.970913","4535.652163","4602.720187","4660.204776","4705.491867","4754.075444","4798.659075","4836.141534","4872.96371","4905.963976","4934.836786","4964.374813","4994.516246"
"V145","all_products","gblock_minusIRE_onlyExonnoIRE","5","G22","3523.990224","3480.596202","3479.005308","3478.969552","3477.499737","3471.989483","3475.32268","3475.026216","3473.816386","3474.551232","3468.363779","3472.798219","3479.042145","3486.530273","3505.882402","3538.268287","3592.830655","3664.79989","3762.961527","3866.946022","3967.19845","4076.334704","4171.9879","4266.241551","4354.512881","4437.043967","4511.251587","4583.423642","4642.751607","4697.350973","4752.51969","4799.966844","4846.172738","4883.301324","4913.907217","4944.372653","4977.47134","4994.481303","5022.293739","5040.337629"
"V146","all_products","gblock_minusIRE_onlyExonnoIRE","5","G23","3522.549095","3484.207657","3481.714937","3481.078019","3475.603574","3475.738733","3481.462877","3477.294424","3478.757113","3475.832994","3478.009807","3478.832748","3483.471142","3493.521632","3511.586519","3539.843683","3597.061831","3675.447212","3764.788012","3870.1693","3972.342945","4073.780747","4169.008662","4258.825876","4353.938633","4430.528854","4513.227823","4581.47514","4643.301812","4694.894812","4753.161358","4799.681386","4845.773673","4884.261406","4911.905013","4943.127263","4977.414909","5002.249531","5022.847811","5048.707912"
"V147","all_products","gblock_minusIRE_onlyExonnoIRE","5","G24","3494.971642","3478.814665","3477.944189","3474.496516","3472.053664","3471.724319","3467.864912","3471.94756","3472.185568","3470.270075","3474.808182","3474.218313","3484.569553","3496.6751","3520.053814","3551.687605","3606.952476","3683.5581","3777.726788","3883.214853","3988.499658","4090.531068","4187.590607","4288.70186","4377.789042","4460.964413","4537.98388","4607.721136","4673.092342","4731.63072","4787.125947","4832.664512","4871.61788","4912.375044","4948.574557","4979.878983","5013.968731","5034.693465","5060.998777","5082.266708"
"V148","all_products","10_D_68","NaN","H1","3613.074878","3568.072916","3563.38867","3561.160056","3553.457324","3550.781527","3546.910136","3544.545925","3537.585373","3538.819726","3537.464374","3537.508875","3533.197024","3537.858403","3538.378479","3537.889788","3539.26195","3536.079717","3538.270456","3538.329282","3532.337849","3540.557432","3538.882189","3536.520149","3539.377626","3535.575201","3534.974503","3541.376694","3541.355655","3544.322399","3544.423337","3549.068937","3560.215798","3580.800192","3612.472503","3652.305375","3725.43232","3806.249913","3899.098889","3983.685528"
"V149","all_products","30_D_188","NaN","H2","3706.100063","3653.835505","3652.988746","3647.865326","3643.663051","3642.876939","3639.227014","3632.731697","3635.014956","3633.544411","3631.612818","3631.299095","3629.796799","3627.726311","3632.192332","3628.044452","3630.554374","3632.010739","3628.490819","3626.4808","3628.178612","3623.189336","3627.079879","3628.913229","3625.380459","3624.298006","3624.529065","3625.824947","3628.956449","3628.509802","3630.761565","3630.742432","3636.437237","3637.533276","3645.282715","3653.407602","3674.987016","3705.715967","3757.864816","3822.80278"
"V150","all_products","46_D_284","NaN","H3","3642.818149","3600.981657","3606.960678","3599.573847","3596.119834","3595.634527","3591.568884","3588.293774","3586.645945","3589.727352","3586.754168","3592.08516","3587.884824","3590.103629","3590.405288","3594.332956","3592.472036","3589.638923","3592.241191","3590.790397","3590.682425","3592.150132","3592.965585","3588.530458","3591.17211","3594.184711","3592.262473","3589.124921","3590.97793","3591.563151","3590.707241","3593.192669","3592.027281","3598.543986","3606.896455","3609.588808","3623.117971","3638.273031","3674.838505","3722.757535"
"V151","all_products","233_D_1656","NaN","H4","3626.342376","3573.079225","3570.764744","3563.467482","3560.625201","3555.121049","3557.643107","3554.019478","3551.596312","3553.878636","3549.509947","3549.164272","3553.524882","3551.79188","3556.033852","3549.753083","3551.940063","3549.253357","3558.237977","3555.167812","3552.564354","3553.321986","3554.674513","3549.765487","3550.653548","3555.115373","3553.271931","3551.519676","3556.508158","3556.485858","3555.12176","3560.774039","3563.932994","3570.850594","3581.843743","3601.678572","3634.695293","3683.614527","3752.427102","3831.142216"
"V152","all_products","162_D_944","NaN","H5","3626.257105","3582.383687","3574.199129","3576.570142","3570.195561","3563.280171","3564.650411","3565.019175","3562.335484","3560.056268","3559.598982","3559.519855","3559.086497","3561.403379","3566.648217","3562.859833","3562.009139","3562.192873","3562.166511","3563.358101","3564.524147","3559.252243","3561.421658","3562.309529","3561.538544","3565.801949","3565.111304","3564.378599","3568.193475","3569.870235","3572.061223","3584.254154","3599.620006","3619.09007","3647.391295","3704.224135","3776.967281","3857.164223","3941.714136","4031.473274"
